Name,Hidden,Completion Status,Community Score
Rebel Galaxy,False,5 - Uncategorized,79
Rebel Galaxy Outlaw,False,5 - Uncategorized,62
Rebop Blasters,False,9 - Trash,
Recipe for Disaster,False,9 - Trash,
Record Store Nightmare,False,9 - Trash,
Red Embrace (BL Visual Novel),False,9 - Trash,
"Redd's Runaway",False,9 - Trash,
Redout 2,False,5 - Uncategorized,
Redout: Enhanced Edition,False,5 - Uncategorized,80
Refactor,False,9 - Trash,
Regina & Mac,False,9 - Trash,
reIterate(),False,9 - Trash,
Relicta,False,5 - Uncategorized,61
Reminiscence in the Night,False,9 - Trash,
Remnant: From the Ashes,False,3 - Plan to Play,79
Repurpose (Demo),False,9 - Trash,
Requiem: Avenging Angel,False,5 - Uncategorized,73
Restricted Airspace,False,9 - Trash,
Resynth,False,9 - Trash,
Retrace,False,9 - Trash,
Retromancer,False,9 - Trash,
Rettend - File #1,False,9 - Trash,
Reverie,False,9 - Trash,
Revolver and Co,False,9 - Trash,
"Rhythm 'n Bullets - VR",False,9 - Trash,
Riba,False,9 - Trash,
Ring of Pain,False,5 - Uncategorized,88
Ring of Pain,True,5 - Uncategorized,52
RIOT - Civil Unrest,False,5 - Uncategorized,67
Rip Them Off,False,9 - Trash,
Ripped Pants at Work,False,5 - Uncategorized,70
Ripple,False,9 - Trash,
Rise of Industry,False,5 - Uncategorized,53
Rise of the Tomb Raider: 20 Year Celebration,False,5 - Uncategorized,81
Rising Dusk,False,5 - Uncategorized,70
Rising Hell,False,5 - Uncategorized,70
Rising Storm 2: Vietnam,False,5 - Uncategorized,70
RITE,False,9 - Trash,
Ritual of the Moon,False,9 - Trash,
Riverbond,False,5 - Uncategorized,70
Road Trip,False,9 - Trash,
Roarr! Jurassic Edition,False,5 - Uncategorized,39
Robin Hood,False,4 - Later,62
Robo Runner,False,9 - Trash,
Robot Wants It All,False,5 - Uncategorized,70
RoboVDino,False,9 - Trash,
Rogue Legacy,False,3 - Plan to Play,76
RogueCraft Squadron,False,9 - Trash,
RogueSlide,False,9 - Trash,
Roll for Confidence: A CMC Vignette,False,9 - Trash,
Roly-Polo,False,9 - Trash,
Rooftop Cop,False,9 - Trash,
"ROOM EXPLORER 2010: DELUXE LOVER'S PAQUE",False,9 - Trash,
Rorschach Plus,False,9 - Trash,
Rose & Time,False,9 - Trash,
Roses Will Rise,False,9 - Trash,
Route Me Mail and Delivery Co,False,9 - Trash,
RPG in a Box,False,9 - Trash,
RPG Maker VX,False,5 - Uncategorized,60
Rubies In Space (FULL GAME) (Old Build),False,9 - Trash,
Rulent Tower VR,False,9 - Trash,
Runbow,False,5 - Uncategorized,70
Rune of Eternity,False,9 - Trash,
Running Askew,False,9 - Trash,
Rustler,False,5 - Uncategorized,70
Rusty Lake Hotel,False,5 - Uncategorized,59
Ruya,False,9 - Trash,
Sable,False,5 - Uncategorized,73
Safari Zone,False,9 - Trash,
Safe Journey,False,9 - Trash,
Sagebrush,False,5 - Uncategorized,76
Saints Row,False,5 - Uncategorized,47
Saints Row IV Re-Elected,False,5 - Uncategorized,77
Salt and Sanctuary,False,5 - Uncategorized,81
Sandstorm,False,9 - Trash,
Sangwich,False,9 - Trash,
Sanitarium,False,5 - Uncategorized,85
Sarawak,False,5 - Uncategorized,
Satisfactory,False,5 - Uncategorized,79
Saturnalia,False,5 - Uncategorized,
Sausage Sports Club,False,5 - Uncategorized,70
Say No! More,False,5 - Uncategorized,84
Schildmaid MX,False,9 - Trash,
Science Girls!,False,9 - Trash,
Second Extinction,False,5 - Uncategorized,
Secrets of Raetikon,False,5 - Uncategorized,60
Sector 781,False,9 - Trash,
seethe and scab,False,9 - Trash,
Selection Process,False,9 - Trash,
SELECTIONS OF TITAN ART BOOK,False,9 - Trash,
Self.destroy(),False,9 - Trash,
Self-Checkout Unlimited,False,9 - Trash,
Septiny,False,9 - Trash,
Serendipity,False,9 - Trash,
Serious Scramblers,False,5 - Uncategorized,70
Seven of Heart,False,9 - Trash,
Severed Steel,False,5 - Uncategorized,73
Sewer Rave,False,9 - Trash,
Shadow of the Tomb Raider,False,5 - Uncategorized,78
Shadow Tactics Blades of the Shogun,False,5 - Uncategorized,
Shadows: Awakening,False,5 - Uncategorized,70
"Shantae and the Pirate's Curse",False,5 - Uncategorized,84
shapez,False,5 - Uncategorized,73
Shattered Planet,False,5 - Uncategorized,50
She Who Fights Monsters: Choice Edition,False,9 - Trash,
Shell Out Showdown,False,9 - Trash,
Shenmue 3,False,5 - Uncategorized,65
Shing!,False,5 - Uncategorized,71
Shiny Gauntlet,False,9 - Trash,
Shipwreck,False,9 - Trash,
Shmup Ball,False,9 - Trash,
Shn!p,False,9 - Trash,
SHNIPERS,False,9 - Trash,
Shoot Shoot Mega Pack,False,5 - Uncategorized,70
Shovel Escape,False,9 - Trash,
Shredded Secrets,False,9 - Trash,
Shrine to Anubis,False,9 - Trash,
Shrinespark,False,9 - Trash,
"Shu's Garden",False,5 - Uncategorized,60
SHUT IN,False,9 - Trash,
Shutter Stroll,False,9 - Trash,
sideliner,False,9 - Trash,
Sidewords,False,5 - Uncategorized,70
Sightline,False,9 - Trash,
Signs of the Sojourner,False,5 - Uncategorized,
Silicon Zeroes,False,5 - Uncategorized,80
Silver Grapple,False,5 - Uncategorized,70
Simple Complex Puzzle,False,9 - Trash,
SkateBIRD,False,5 - Uncategorized,
SKELERUN,False,9 - Trash,
Sketchy Racing,False,9 - Trash,
Skuiggle,False,9 - Trash,
Skullgirls 2nd Encore,False,5 - Uncategorized,77
Sky Rogue,False,5 - Uncategorized,80
Skyling : Garden Defense,False,5 - Uncategorized,70
Slain: Back from Hell,False,5 - Uncategorized,61
Slain: Back From Hell,True,5 - Uncategorized,60
Slay the Spire,False,4 - Later,96
Slimed,False,9 - Trash,
Slimes,False,9 - Trash,
Slinger VR,False,5 - Uncategorized,66
SlipSpeed,False,9 - Trash,
SLUDGE LIFE,False,5 - Uncategorized,87
Sly Panda,False,9 - Trash,
SMITE,False,7 - Dropped,79
SMITE - Public Test,False,9 - Trash,
Snack Scoffer,False,9 - Trash,
Snake vs Snake,False,9 - Trash,
Snowdown,False,9 - Trash,
Soft Underbelly,False,9 - Trash,
Sokobond,False,5 - Uncategorized,60
Solace State Demo,False,9 - Trash,
Solar Blaster: Challenge Stage,False,9 - Trash,
Solar Danmaku,False,9 - Trash,
SOLAS 128,False,9 - Trash,
Sole Iron Tail,False,9 - Trash,
SOLITUNE,False,5 - Uncategorized,70
Somewhere Better,False,9 - Trash,
SOMOS,False,9 - Trash,
songs and flowers,False,9 - Trash,
Songs of Conquest,False,4 - Later,85
Sonic Mania,False,5 - Uncategorized,84
Sonny,False,9 - Trash,
"Sophie's Cubes",False,9 - Trash,
"Sophie's Safecracking Simulator",False,9 - Trash,
Soul Searching,False,5 - Uncategorized,70
Soulblight,False,5 - Uncategorized,50
Soulstice,False,5 - Uncategorized,
Soundodger+,False,5 - Uncategorized,80
soundStrider,False,9 - Trash,
SPACE / MECH / PILOT - THE UNIVERSE DRIVE 1.0,False,9 - Trash,
Space Battalion Alpha,False,9 - Trash,
Space Duet,False,9 - Trash,
Space Fuel,False,9 - Trash,
Space Gladiators,False,5 - Uncategorized,87
Space Hole 2016,False,5 - Uncategorized,70
Space Hole 2018,False,5 - Uncategorized,70
Space Hole 2020,False,9 - Trash,
space shooter,False,9 - Trash,
SPARE,False,9 - Trash,
Spaß Taxi,False,9 - Trash,
Speed Dating for Ghosts,False,5 - Uncategorized,70
Spell Casting,False,9 - Trash,
Spell Slingers: Trick or Treat,False,9 - Trash,
Spelldrifter,False,9 - Trash,
Spelunky,False,3 - Plan to Play,86
Spirit Cleaning,False,9 - Trash,
Spirit of the North,False,5 - Uncategorized,
Spirit Swap: Lofi Beats to Match-3 To,False,9 - Trash,
SPLASH BLAST PANIC,False,9 - Trash,
Splinter Zone,False,9 - Trash,
Splitgate,False,8 - Dead,90
SPOOKWARE,False,5 - Uncategorized,
Spooky Ghosts Dot Com,False,5 - Uncategorized,60
Spooky Station,False,9 - Trash,
Spooky Waltz,False,9 - Trash,
Spring Falls,False,9 - Trash,
Spyro Reignited Trilogy,False,5 - Uncategorized,92
Stacks On Stacks (On Stacks),False,9 - Trash,
Stalingrad,False,5 - Uncategorized,83
Starbound,False,5 - Uncategorized,71
Starbound - Unstable,False,9 - Trash,
StarBoy,False,9 - Trash,
StarCraft II,False,5 - Uncategorized,87
StarFighter R&D HD Edition,False,9 - Trash,
Starlight Shores,False,9 - Trash,
Stars Die,False,9 - Trash,
Staxter,False,9 - Trash,
Steam Marines,False,5 - Uncategorized,50
Steam Marines 2,False,9 - Trash,
Steel Seraph (Early Access),False,9 - Trash,
Stellar Interface,False,5 - Uncategorized,70
Sticky Cats,False,9 - Trash,
Stories and Smoke,False,9 - Trash,
STRAINGE,False,9 - Trash,
STRAWBERRY CUBES,False,9 - Trash,
Strife of Cosmos,False,9 - Trash,
Strobophagia | Rave Horror,False,9 - Trash,
SubDivide,False,9 - Trash,
Submerged Hidden Depths,False,5 - Uncategorized,
Subterrarium,False,9 - Trash,
Sub-Uber-Marine,False,9 - Trash,
Sudd City Adventures,False,9 - Trash,
Sudoku Zenkai,False,5 - Uncategorized,70
"Sulphur Nimbus: Hel's Elixir",False,9 - Trash,
Summer Gems,False,9 - Trash,
Summer in Mara,False,5 - Uncategorized,60
"Summoner's Mess",False,9 - Trash,
Sun Dogs,False,5 - Uncategorized,60
Sunblaze,False,9 - Trash,
Sundered: Eldritch Edition,False,5 - Uncategorized,60
Sunflower Maintenance / 向日葵のメンテナンス,False,9 - Trash,
Sunlight,False,5 - Uncategorized,
Sunrise,False,9 - Trash,
Sunset Overdrive,False,5 - Uncategorized,88
Super Box Land Demake,False,9 - Trash,
Super Grappling Gecko,False,9 - Trash,
Super Head Ball,False,9 - Trash,
Super Hexagon,False,5 - Uncategorized,80
SUPER IS HOT,False,9 - Trash,
Super Meat Boy,False,4 - Later,84
Super Meat Boy Forever,False,5 - Uncategorized,78
Super Mumtaz Bros.,False,9 - Trash,
Super Raft Boat,False,5 - Uncategorized,88
Super Skull Smash GO! 2 Turbo,False,9 - Trash,
Super Snake 3D,False,9 - Trash,
Super Wiloo Demake,False,9 - Trash,
Super Win the Game,False,5 - Uncategorized,80
SUPERHOT,False,6 - Completed,77
SuperLuminauts,False,9 - Trash,
Supraland,True,5 - Uncategorized,
Supraland,False,5 - Uncategorized,81
Supreme Ruler Cold War,False,5 - Uncategorized,50
Surfacing,False,9 - Trash,
Surviving Mars,False,5 - Uncategorized,70
Swim Out,False,5 - Uncategorized,60
"Switch 'N' Shoot",False,5 - Uncategorized,70
Swung,False,9 - Trash,
System Shock: Classic,False,5 - Uncategorized,91
System Shock: Enhanced Edition,False,5 - Uncategorized,96
T.A.R.S,False,9 - Trash,
Tabletop Simulator,False,5 - Uncategorized,80
Taimumari: Definitive Edition,False,9 - Trash,
Take A Hike!,False,9 - Trash,
Tales From Windy Meadow,False,9 - Trash,
Tales of the Neon Sea,False,5 - Uncategorized,65
Talk To Me,False,9 - Trash,
Tallowmere,False,5 - Uncategorized,80
Tannenberg,False,5 - Uncategorized,80
Tap Strike BOOM!,False,9 - Trash,
Tapioca Rider,False,9 - Trash,
Team Fortress 2,False,5 - Uncategorized,93
Team Hogus: GHAMEMFAIFTH OTHIYLTIM,False,9 - Trash,
Technoccult: Covenant,False,9 - Trash,
Teenagent,False,5 - Uncategorized,70
Tee-riffic Golf.,False,9 - Trash,
TEKKEN 7,False,5 - Uncategorized,81
Telefrag VR,False,5 - Uncategorized,60
Temple Of Tangram,False,9 - Trash,
Tenderfoot Tactics,False,9 - Trash,
TENNNES,False,9 - Trash,
TEOCALLI,False,9 - Trash,
Terraforming Mars,False,5 - Uncategorized,50
Terroir,False,5 - Uncategorized,50
Tetromino Chill,False,9 - Trash,
That Which Faith Demands,False,9 - Trash,
The Adventurer - Action platformer,False,9 - Trash,
The Adventures of Wolf and Hood - a Jigsaw Tale,False,9 - Trash,
The Amazing American Circus,False,5 - Uncategorized,58
The Answer is 42,False,5 - Uncategorized,70
The Arcade Tower,False,9 - Trash,
The Binding of Isaac,False,3 - Plan to Play,94
THE BLACK IRIS,False,9 - Trash,
The Captain,False,9 - Trash,
The Change Architect,False,9 - Trash,
The Church In The Darkness,False,5 - Uncategorized,50
The Church of Cheesus Crisp: An All You can Pray Buffet,False,9 - Trash,
The Code Zone Retro Pack,False,9 - Trash,
THE CORRIDOR,False,5 - Uncategorized,80
The Count of Monte Carlo,False,9 - Trash,
The Crystal Golem,False,9 - Trash,
The Dark Eye: Chains of Satinav,False,5 - Uncategorized,75
The Devil,False,9 - Trash,
THE DOOR,False,9 - Trash,
The Elder Scrolls Online,False,5 - Uncategorized,72
The Endless Empty,False,5 - Uncategorized,70
The Escapists,False,5 - Uncategorized,55
The Evil Within,False,5 - Uncategorized,75
The Evil Within 2,False,3 - Plan to Play,83
The Fall of Lazarus,False,5 - Uncategorized,40
The Fantaballous Tilt,False,9 - Trash,
THE FINALS,False,2 - Online,68
The First Greek Odyssey,False,9 - Trash,
The First Tree,False,5 - Uncategorized,70
The Floor is Jelly,False,5 - Uncategorized,80
The Forest Quartet,False,9 - Trash,
The Forgotten Caves of Foolish Linger,False,9 - Trash,
The Furniture Of Self,False,9 - Trash,
The Geography,False,9 - Trash,
The Great Perhaps,False,5 - Uncategorized,74
THE GREY MAN,False,9 - Trash,
The Hayseed Knight,False,9 - Trash,
The Hero of Budgie Island,False,9 - Trash,
The Hunt for my GirlFriend,False,9 - Trash,
The Last Librarian,False,9 - Trash,
The Last Survey,False,9 - Trash,
The Law,False,9 - Trash,
The Life of Saint Fiona Bianco Xena,False,9 - Trash,
The Light at the End of the Ocean,False,9 - Trash,
The Long Dark,False,5 - Uncategorized,77
The Lost Art of Innkeeping,False,9 - Trash,
The lost artifacts,False,9 - Trash,
The Lost Cave of the Ozarks,False,9 - Trash,
The Lost Night,False,9 - Trash,
"The Machine's Garden",False,9 - Trash,
The Majesty of Colors,False,9 - Trash,
The Manse on Soracca,False,9 - Trash,
The Missing Locksmith,False,9 - Trash,
The Morning Star,False,9 - Trash,
The Night Fisherman,False,9 - Trash,
The Night of the Rabbit,False,5 - Uncategorized,91
The Outcast Lovers,False,9 - Trash,
"The Outer Worlds: Spacer's Choice Edition",False,5 - Uncategorized,70
The Piano Player,False,9 - Trash,
The Pig: Money is Time,False,9 - Trash,
The Quest for One,False,9 - Trash,
The Quiet Lonely House,False,9 - Trash,
The Quiet Sleep,False,5 - Uncategorized,60
The Red Door,False,9 - Trash,
The Search,False,5 - Uncategorized,60
the silence,False,9 - Trash,
The Sink Gods,False,9 - Trash,
The Sky Left Us [Demo],False,9 - Trash,
The Spark of One,False,9 - Trash,
The Stillness of the Wind,False,5 - Uncategorized,63
The Sun Will Set,False,9 - Trash,
"The Tall Wall Falls: The Inner Gate's Last Stand",False,9 - Trash,
The Testimony of Trixie Glimmer Smith,False,9 - Trash,
The Textorcist,False,5 - Uncategorized,67
The Three Musketeers,False,9 - Trash,
The Tower: The Order of XII,False,9 - Trash,
The Trolley,False,9 - Trash,
The USB Stick Found in the Grass,False,5 - Uncategorized,40
The Vanishing of Ethan Carter,False,5 - Uncategorized,76
The Vanishing of Ethan Carter Redux,False,5 - Uncategorized,78
The Wanderer Vibes: Neon,False,9 - Trash,
The White Door,False,5 - Uncategorized,73
The Wishing Stone,False,9 - Trash,
The Witcher: Enhanced Edition,False,3 - Plan to Play,83
The Witchling Marjolaine,False,9 - Trash,
The Wooter,False,9 - Trash,
The Wordland Scape,False,9 - Trash,
the worm game (SOUP 1.0),False,9 - Trash,
"The Wratch's Den 👹",False,9 - Trash,
Thea 2: The Shattering,False,5 - Uncategorized,60
There You Go,False,9 - Trash,
Thermo Puzzle,False,9 - Trash,
These Lands,False,9 - Trash,
They Bleed Pixels,False,5 - Uncategorized,82
They Came From Uranus!,False,9 - Trash,
Thief,False,5 - Uncategorized,70
This Panda Needs You,False,9 - Trash,
This War of Mine,False,5 - Uncategorized,81
Three Lesbians in a Barrow,False,9 - Trash,
Throw Cubes into Brick Towers To Collapse Them,False,9 - Trash,
Throw Me in the River,False,9 - Trash,
Tic Tac Together,False,9 - Trash,
Tic-Tac-Crow,False,9 - Trash,
Tile Crusher,False,9 - Trash,
"Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure",False,5 - Uncategorized,65
Titan Souls,False,5 - Uncategorized,77
Titan Tactics,False,9 - Trash,
Titanfall 2,False,7 - Dropped,83
Titanfall 2,True,5 - Uncategorized,83
To Ash and Ember,False,9 - Trash,
To Duel List,False,9 - Trash,
ToeJam & Earl: Back in the Groove,False,5 - Uncategorized,80
"Tom Clancy's Splinter Cell",False,6 - Completed,83
TOMATO CLINIC,False,9 - Trash,
Tomb Raider,True,5 - Uncategorized,82
Tomb Raider,False,5 - Uncategorized,82
Tonight We Riot,False,9 - Trash,
Tooth and Tail,False,5 - Uncategorized,77
Torchlight,False,3 - Plan to Play,74
Torchlight II,False,3 - Plan to Play,78
Toree 2,False,9 - Trash,
Toree 3D,False,9 - Trash,
TORO,False,9 - Trash,
Total Arcade Racing,False,5 - Uncategorized,
Total War: WARHAMMER,False,5 - Uncategorized,87
Totally planet,False,9 - Trash,
Towayami,False,9 - Trash,
TowerFall Ascension,False,3 - Plan to Play,75
TowerFall Dark World Expansion,False,9 - Trash,
Toy Kingdom 2,False,9 - Trash,
Toybox Aviation,False,9 - Trash,
Trackmania,False,2 - Online,68
Trackmania,True,5 - Uncategorized,
TrackMania,True,5 - Uncategorized,84
TRAINBOW,False,9 - Trash,
Traveler,False,9 - Trash,
Treasure Adventure Game,False,5 - Uncategorized,84
Treasure Hunter Simulator,False,5 - Uncategorized,58
Tropico 5,False,5 - Uncategorized,74
tumbleblox,False,9 - Trash,
Turn-Based Champion,False,9 - Trash,
"Type The Entire Of Ulysses. That's it. That's the game.",False,9 - Trash,
Tyrian 2000,False,5 - Uncategorized,80
Ug! Caveman Game,False,9 - Trash,
Ultima  Worlds of Adventure 2: Martian Dreams,False,5 - Uncategorized,57
Ultima 4: Quest of the Avatar,False,5 - Uncategorized,85
Ultimate Zombie Death Ball,False,9 - Trash,
Ultra Hat Dimension,False,9 - Trash,
Ultra Street Fighter IV,False,5 - Uncategorized,72
Un Pas Fragile,False,5 - Uncategorized,70
UNBEATABLE [white label],False,9 - Trash,
Unbuild,False,9 - Trash,
Underhero,False,5 - Uncategorized,70
"Unfinished - An Artist's Lament",False,5 - Uncategorized,50
Unobelisk,False,9 - Trash,
Unrailed!,False,5 - Uncategorized,72
Unreal Tournament,False,5 - Uncategorized,87
Unreal Tournament: Game of the Year Edition,False,5 - Uncategorized,93
Untitled Darkness,False,9 - Trash,
Unto the Night,False,9 - Trash,
UPSQUID,False,9 - Trash,
Utopia Process,False,9 - Trash,
Vagante,False,5 - Uncategorized,87
Valheim,False,5 - Uncategorized,94
VALORANT,False,2 - Online,74
Vampire Night Shift,False,9 - Trash,
Vampyr,False,5 - Uncategorized,72
VaporLight: Drifter,False,9 - Trash,
Vast Trivia Of The Void,False,9 - Trash,
VEKTOR 2089,False,9 - Trash,
Victor Vran,False,5 - Uncategorized,64
VideoHole: Episode I,False,9 - Trash,
Vienna Automobile Society,False,9 - Trash,
Vignettes,False,5 - Uncategorized,70
Village Apothecary,False,9 - Trash,
Viral Reload,False,9 - Trash,
VIRTUA BLINDS,False,9 - Trash,
VirtuaVerse,False,5 - Uncategorized,62
VOID,False,5 - Uncategorized,80
Void Runner,False,9 - Trash,
Void Wisp,False,9 - Trash,
void.Resign,False,9 - Trash,
Volatile,False,9 - Trash,
VoltAge:Genesis,False,9 - Trash,
Voxella,False,9 - Trash,
VR Kayaking Game (Demo),False,9 - Trash,
Vulture,False,9 - Trash,
VVVVVV,False,4 - Later,80
Vylan,False,9 - Trash,
Walkerwall,False,9 - Trash,
Wampus,False,9 - Trash,
Wand Wars,False,5 - Uncategorized,90
Wander the Cosmos,False,9 - Trash,
Wanderers,False,9 - Trash,
Wanderlust: Travel Stories,False,9 - Trash,
Wandersong,False,5 - Uncategorized,91
Wandersong,True,5 - Uncategorized,93
Warframe,False,5 - Uncategorized,76
Wargroove,False,3 - Plan to Play,74
"Warhammer 40,000: Mechanicus",False,5 - Uncategorized,80
Warpips,False,5 - Uncategorized,85
Warpips,True,5 - Uncategorized,
WarpThrough,False,9 - Trash,
WARSAW,False,5 - Uncategorized,50
Warsow,False,5 - Uncategorized,86
Wart Worm Wingding!,False,9 - Trash,
Wasteland 3,False,3 - Plan to Play,82
Watch Dogs 2,False,5 - Uncategorized,78
Watch Me Jump,False,5 - Uncategorized,70
WATCH_DOGS 2,True,5 - Uncategorized,78
Watchlist,False,9 - Trash,
"WATER'S FINE",False,9 - Trash,
Wave_Machine,False,9 - Trash,
WE ARE DOOMED,False,5 - Uncategorized,52
We Met in May,False,5 - Uncategorized,70
We should talk.,False,5 - Uncategorized,60
Welcome to Elk,False,5 - Uncategorized,70
West of Dead,False,5 - Uncategorized,71
What Comes After,False,9 - Trash,
What Goes Pumpkin the Night,False,9 - Trash,
Wheels of Aurelia,False,5 - Uncategorized,46
When The River Runs Dry Early Release,False,9 - Trash,
When There Is No More Snow,False,9 - Trash,
When We First Met,False,9 - Trash,
Where the Snow Settles,False,9 - Trash,
Who Killed My Father Academy!,False,9 - Trash,
Why Do You Do This To Me?,False,9 - Trash,
Widget Satchel,False,9 - Trash,
Wildcat Gun Machine,False,5 - Uncategorized,
Will Glow the Wisp,False,5 - Uncategorized,70
Willful,False,9 - Trash,
Windbound,False,5 - Uncategorized,40
Windosill (2009),False,5 - Uncategorized,72
Witchball,False,9 - Trash,
Witches and Bandits and Swords (Oh My),False,9 - Trash,
witches and stitches,False,9 - Trash,
Without Escape,False,5 - Uncategorized,50
Wizard Battle,False,9 - Trash,
Wizard of Legend,False,5 - Uncategorized,71
"Wizard's Adventure",False,9 - Trash,
Wolfenstein: The New Order,False,5 - Uncategorized,82
Wondee,False,9 - Trash,
Wonder Boy The Dragons Trap,False,5 - Uncategorized,80
"Wonderland Nights: White Rabbit's Diary",False,9 - Trash,
wonShot,False,9 - Trash,
Word Forward,False,9 - Trash,
Worldcraft,False,9 - Trash,
Worlds of Ultima : The Savage Empire,False,5 - Uncategorized,70
Worms Revolution: Gold Edition,False,9 - Trash,
Worms W.M.D,False,5 - Uncategorized,75
Wrapped With A Kiss,False,9 - Trash,
"Write'n'Slash",False,9 - Trash,
XCOM 2,False,3 - Plan to Play,84
XDefiant,False,2 - Online,87
Xenogunner,False,9 - Trash,
X-Morph: Defense,False,5 - Uncategorized,88
yarne,False,9 - Trash,
YBit,False,9 - Trash,
Yi and the Thousand Moons,False,5 - Uncategorized,70
Ynglet,False,9 - Trash,
"Yoku's Island Express",False,5 - Uncategorized,84
Yooka-Laylee and the Impossible Lair,False,5 - Uncategorized,74
You Are A Whale Part 1,False,9 - Trash,
You Can Pet The Dog VR,False,9 - Trash,
you used to be someone,False,9 - Trash,
Your Future Self,False,5 - Uncategorized,70
Yu-Gi-Oh!  Master Duel,False,5 - Uncategorized,75
Zero Hour,False,9 - Trash,
ZeroRanger,False,9 - Trash,
zip: set one,False,9 - Trash,
Znax,False,9 - Trash,
Zombie Admin,False,9 - Trash,
Zombusters,False,9 - Trash,
ZONES,False,9 - Trash,
Zzap!,False,9 - Trash,
ΔV: Rings of Saturn,False,5 - Uncategorized,89
